start_date,start_hour,start_minute,end_date,end_hour,end_minute,month,year,CATEGORY,START,STOP,MILES,PURPOSE,duration,speed,day,day_time
8/16/2016,8,16,8/16/2016,8,23,Aug,2016,Business,Unknown Location,Unknown Location,4.345218,Temporary Site,7,37.24472571,Tuesday,Morning
8/16/2016,8,46,8/16/2016,8,53,Aug,2016,Business,Unknown Location,Unknown Location,8.85137,Temporary Site,7,75.86888571,Tuesday,Morning
8/16/2016,10,6,8/16/2016,10,27,Aug,2016,Business,Unknown Location,Islamabad,9.173238,Temporary Site,21,26.20925143,Tuesday,Morning
8/16/2016,10,31,8/16/2016,10,38,Aug,2016,Business,Islamabad,Islamabad,1.931208,Temporary Site,7,16.55321143,Tuesday,Morning
8/16/2016,11,47,8/16/2016,12,3,Aug,2016,Business,Islamabad,Unknown Location,9.173238,Temporary Site,16,34.3996425,Tuesday,Morning
8/16/2016,15,13,8/16/2016,15,36,Aug,2016,Business,Unknown Location,Unknown Location,26.071308,Temporary Site,23,68.01210783,Tuesday,Afternoon
8/17/2016,10,17,8/17/2016,10,41,Aug,2016,Business,Unknown Location,Unknown Location,4.184284,Temporary Site,24,10.46071,Wednesday,Morning
8/17/2016,10,57,8/17/2016,11,20,Aug,2016,Business,Unknown Location,Unknown Location,19.473014,Temporary Site,23,50.79916696,Wednesday,Morning
8/17/2016,14,45,8/17/2016,14,50,Aug,2016,Business,Unknown Location,R?walpindi,2.253076,Temporary Site,5,27.036912,Wednesday,Afternoon
8/17/2016,15,32,8/17/2016,15,47,Aug,2016,Business,R?walpindi,Islamabad,10.299776,Temporary Site,15,41.199104,Wednesday,Afternoon
8/17/2016,16,29,8/17/2016,16,50,Aug,2016,Business,Islamabad,Unknown Location,11.748182,Temporary Site,21,33.56623429,Wednesday,Afternoon
8/17/2016,16,54,8/17/2016,17,0,Aug,2016,Business,Unknown Location,Unknown Location,8.529502,Temporary Site,6,85.29502,Wednesday,Afternoon
8/17/2016,17,5,8/17/2016,17,34,Aug,2016,Business,Unknown Location,Unknown Location,8.85137,Temporary Site,29,18.31317931,Wednesday,Afternoon
8/17/2016,18,38,8/17/2016,18,57,Aug,2016,Business,Unknown Location,Unknown Location,12.391918,Temporary Site,19,39.13237263,Wednesday,Afternoon
8/18/2016,18,40,8/18/2016,19,7,Aug,2016,Business,Unknown Location,Unknown Location,12.230984,Temporary Site,27,27.17996444,Thursday,Afternoon
8/19/2016,8,24,8/19/2016,8,45,Aug,2016,Business,Unknown Location,Noorpur Shahan,12.230984,Temporary Site,21,34.94566857,Friday,Morning
8/19/2016,8,54,8/19/2016,9,7,Aug,2016,Business,Noorpur Shahan,Islamabad,5.310822,Temporary Site,13,24.51148615,Friday,Morning
8/19/2016,9,27,8/19/2016,9,47,Aug,2016,Business,Islamabad,R?walpindi,10.46071,Temporary Site,20,31.38213,Friday,Morning
8/19/2016,10,57,8/19/2016,11,6,Aug,2016,Business,R?walpindi,Unknown Location,3.21868,Temporary Site,9,21.45786667,Friday,Morning
8/19/2016,12,7,8/19/2016,12,24,Aug,2016,Business,Unknown Location,Islamabad,9.173238,Temporary Site,17,32.37613412,Friday,Morning
8/19/2016,15,51,8/19/2016,16,6,Aug,2016,Business,Islamabad,Islamabad,5.149888,Temporary Site,15,20.599552,Friday,Afternoon
8/19/2016,17,12,8/19/2016,17,52,Aug,2016,Business,Islamabad,Unknown Location,20.11675,Temporary Site,40,30.175125,Friday,Afternoon
8/21/2016,10,0,8/21/2016,10,29,Aug,2016,Business,Unknown Location,Unknown Location,12.230984,Airport/Travel,29,25.30548414,Sunday,Morning
8/21/2016,14,5,8/21/2016,14,34,Aug,2016,Business,Unknown Location,Unknown Location,12.391918,Airport/Travel,29,25.63845103,Sunday,Afternoon
8/21/2016,16,30,8/21/2016,17,2,Aug,2016,Business,Unknown Location,Islamabad,19.633948,Airport/Travel,32,36.8136525,Sunday,Afternoon
8/21/2016,18,10,8/21/2016,18,17,Aug,2016,Business,Islamabad,Islamabad,2.253076,Airport/Travel,7,19.31208,Sunday,Afternoon
8/21/2016,18,48,8/21/2016,19,24,Aug,2016,Business,Islamabad,Unknown Location,32.508668,Airport/Travel,36,54.18111333,Sunday,Afternoon
8/22/2016,10,0,8/22/2016,10,44,Aug,2016,Business,Unknown Location,Islamabad,15.771532,Airport/Travel,44,21.50663455,Monday,Morning
8/22/2016,11,7,8/22/2016,11,23,Aug,2016,Business,Islamabad,Unknown Location,10.138842,Airport/Travel,16,38.0206575,Monday,Morning
8/22/2016,12,36,8/22/2016,12,49,Aug,2016,Business,Unknown Location,Islamabad,7.885766,Airport/Travel,13,36.39584308,Monday,Morning
8/22/2016,13,2,8/22/2016,13,11,Aug,2016,Business,Islamabad,Islamabad,2.41401,Airport/Travel,9,16.0934,Monday,Afternoon
8/22/2016,14,7,8/22/2016,14,31,Aug,2016,Business,Islamabad,Unknown Location,17.541806,Airport/Travel,24,43.854515,Monday,Afternoon
8/22/2016,15,14,8/22/2016,15,49,Aug,2016,Business,Unknown Location,Unknown Location,30.57746,Airport/Travel,35,52.41850286,Monday,Afternoon
8/22/2016,15,59,8/22/2016,17,16,Aug,2016,Business,Unknown Location,Unknown Location,30.57746,Airport/Travel,77,23.82659221,Monday,Afternoon
8/22/2016,19,58,8/22/2016,20,50,Aug,2016,Business,Unknown Location,R?walpindi,12.713786,Airport/Travel,52,14.66975308,Monday,Evening
8/22/2016,20,53,8/22/2016,21,31,Aug,2016,Business,R?walpindi,R?walpindi,6.598294,Airport/Travel,38,10.41835895,Monday,Evening
8/22/2016,22,31,8/22/2016,23,0,Aug,2016,Business,R?walpindi,Unknown Location,30.094658,Airport/Travel,29,62.26480966,Monday,Evening
8/23/2016,8,10,8/23/2016,8,25,Aug,2016,Business,Unknown Location,Noorpur Shahan,14.001258,Airport/Travel,15,56.005032,Tuesday,Morning
8/23/2016,9,35,8/23/2016,10,9,Aug,2016,Business,Noorpur Shahan,Unknown Location,12.07005,Airport/Travel,34,21.30008824,Tuesday,Morning
8/23/2016,12,59,8/23/2016,13,15,Aug,2016,Business,Unknown Location,Noorpur Shahan,12.391918,Airport/Travel,16,46.4696925,Tuesday,Morning
8/23/2016,13,19,8/23/2016,13,30,Aug,2016,Business,Noorpur Shahan,Islamabad,7.081096,Airport/Travel,11,38.62416,Tuesday,Afternoon
8/23/2016,13,49,8/23/2016,14,4,Aug,2016,Business,Islamabad,Unknown Location,8.0467,Airport/Travel,15,32.1868,Tuesday,Afternoon
8/23/2016,15,7,8/23/2016,15,12,Aug,2016,Business,Unknown Location,Unknown Location,3.057746,Airport/Travel,5,36.692952,Tuesday,Afternoon
8/23/2016,15,15,8/23/2016,17,16,Aug,2016,Business,Unknown Location,Unknown Location,12.713786,Airport/Travel,121,6.304356694,Tuesday,Afternoon
8/23/2016,17,42,8/23/2016,18,31,Aug,2016,Business,Unknown Location,Unknown Location,28.485318,Airport/Travel,49,34.87998122,Tuesday,Afternoon
8/24/2016,12,5,8/24/2016,12,56,Aug,2016,Business,Unknown Location,Unknown Location,40.555368,Airport/Travel,51,47.71219765,Wednesday,Morning
8/24/2016,13,1,8/24/2016,15,25,Aug,2016,Business,Unknown Location,Unknown Location,154.818508,Airport/Travel,144,64.50771167,Wednesday,Afternoon
8/25/2016,15,17,8/25/2016,16,22,Aug,2016,Business,Unknown Location,Unknown Location,56.3269,Airport/Travel,65,51.99406154,Thursday,Afternoon
8/25/2016,16,36,8/25/2016,16,56,Aug,2016,Business,Unknown Location,Unknown Location,8.85137,Airport/Travel,20,26.55411,Thursday,Afternoon
8/25/2016,17,19,8/25/2016,19,20,Aug,2016,Business,Unknown Location,Unknown Location,81.110736,Airport/Travel,121,40.22019967,Thursday,Afternoon
8/25/2016,19,25,8/25/2016,19,57,Aug,2016,Business,Unknown Location,Lahore,14.805928,Airport/Travel,32,27.761115,Thursday,Evening
8/25/2016,22,58,8/25/2016,23,16,Aug,2016,Business,Lahore,Unknown Location,11.748182,Airport/Travel,18,39.16060667,Thursday,Evening
8/26/2016,9,6,8/26/2016,9,20,Aug,2016,Business,Unknown Location,Unknown Location,8.0467,Airport/Travel,14,34.48585714,Friday,Morning
8/26/2016,11,14,8/26/2016,11,26,Aug,2016,Business,Unknown Location,Unknown Location,6.115492,Airport/Travel,12,30.57746,Friday,Morning
8/26/2016,12,10,8/26/2016,12,20,Aug,2016,Business,Unknown Location,Lahore,6.276426,Airport/Travel,10,37.658556,Friday,Morning
8/26/2016,14,10,8/26/2016,14,33,Aug,2016,Business,Lahore,Lahore,11.909116,Airport/Travel,23,31.06725913,Friday,Afternoon
8/26/2016,15,23,8/26/2016,15,35,Aug,2016,Business,Lahore,Lahore,2.41401,Airport/Travel,12,12.07005,Friday,Afternoon
8/26/2016,15,59,8/26/2016,16,24,Aug,2016,Business,Lahore,Unknown Location,12.713786,Airport/Travel,25,30.5130864,Friday,Afternoon
8/26/2016,16,55,8/26/2016,17,12,Aug,2016,Business,Unknown Location,Lahore,4.667086,Airport/Travel,17,16.47206824,Friday,Afternoon
8/26/2016,18,42,8/26/2016,18,56,Aug,2016,Business,Lahore,Lahore,5.471756,Airport/Travel,14,23.45038286,Friday,Afternoon
8/26/2016,19,31,8/26/2016,19,54,Aug,2016,Business,Lahore,Lahore,6.115492,Airport/Travel,23,15.95345739,Friday,Evening
8/26/2016,20,6,8/26/2016,20,16,Aug,2016,Business,Lahore,Unknown Location,9.495106,Airport/Travel,10,56.970636,Friday,Evening
8/27/2016,9,34,8/27/2016,10,11,Aug,2016,Business,Unknown Location,Lahore,15.449664,Airport/Travel,37,25.05350919,Saturday,Morning
8/27/2016,11,47,8/27/2016,12,6,Aug,2016,Business,Lahore,Lahore,11.26538,Airport/Travel,19,35.57488421,Saturday,Morning
8/27/2016,12,12,8/27/2016,12,17,Aug,2016,Business,Lahore,Lahore,1.448406,Airport/Travel,5,17.380872,Saturday,Morning
8/27/2016,14,1,8/27/2016,15,44,Aug,2016,Business,Lahore,Unknown Location,139.368844,Airport/Travel,103,81.18573437,Saturday,Afternoon
8/27/2016,16,15,8/27/2016,19,13,Aug,2016,Business,Unknown Location,Unknown Location,252.505446,Airport/Travel,178,85.11419528,Saturday,Afternoon
8/28/2016,9,57,8/28/2016,10,18,Aug,2016,Business,Unknown Location,Noorpur Shahan,16.254334,Airport/Travel,21,46.44095429,Sunday,Morning
8/28/2016,16,39,8/28/2016,16,55,Aug,2016,Business,Noorpur Shahan,Islamabad,9.977908,Airport/Travel,16,37.417155,Sunday,Afternoon
8/28/2016,17,37,8/28/2016,17,55,Aug,2016,Business,Islamabad,Islamabad,8.529502,Airport/Travel,18,28.43167333,Sunday,Afternoon
8/28/2016,21,15,8/28/2016,21,59,Aug,2016,Business,Islamabad,Unknown Location,19.473014,Airport/Travel,44,26.55411,Sunday,Evening
8/29/2016,12,2,8/29/2016,12,31,Aug,2016,Business,Unknown Location,Islamabad,17.380872,Airport/Travel,29,35.96042483,Monday,Morning
8/29/2016,13,38,8/29/2016,13,48,Aug,2016,Business,Islamabad,Islamabad,6.920162,Airport/Travel,10,41.520972,Monday,Afternoon
8/29/2016,14,31,8/29/2016,14,41,Aug,2016,Business,Islamabad,Islamabad,4.02335,Airport/Travel,10,24.1401,Monday,Afternoon
8/29/2016,14,49,8/29/2016,15,4,Aug,2016,Business,Islamabad,Unknown Location,9.173238,Temporary Site,15,36.692952,Monday,Afternoon
8/29/2016,15,49,8/29/2016,15,59,Aug,2016,Business,Unknown Location,Islamabad,4.506152,Temporary Site,10,27.036912,Monday,Afternoon
8/29/2016,16,6,8/29/2016,16,21,Aug,2016,Business,Islamabad,Unknown Location,6.43736,Temporary Site,15,25.74944,Monday,Afternoon
8/29/2016,17,24,8/29/2016,17,41,Aug,2016,Business,Unknown Location,Islamabad,8.85137,Temporary Site,17,31.24012941,Monday,Afternoon
8/29/2016,18,27,8/29/2016,18,36,Aug,2016,Business,Islamabad,Islamabad,4.184284,Temporary Site,9,27.89522667,Monday,Afternoon
8/30/2016,11,53,8/30/2016,12,5,Aug,2016,Business,Unknown Location,Unknown Location,3.379614,Temporary Site,12,16.89807,Tuesday,Morning
8/30/2016,12,46,8/30/2016,13,9,Aug,2016,Business,Unknown Location,Islamabad,14.162192,Temporary Site,23,36.9448487,Tuesday,Morning
8/30/2016,13,25,8/30/2016,13,46,Aug,2016,Business,Islamabad,Islamabad,7.081096,Temporary Site,21,20.23170286,Tuesday,Afternoon
8/30/2016,14,0,8/30/2016,14,20,Aug,2016,Business,Islamabad,Unknown Location,8.529502,Temporary Site,20,25.588506,Tuesday,Afternoon
8/30/2016,17,27,8/30/2016,18,9,Aug,2016,Business,Unknown Location,Unknown Location,20.92142,Temporary Site,42,29.88774286,Tuesday,Afternoon
9/1/2016,11,51,9/1/2016,12,24,Sep,2016,Business,Unknown Location,Islamabad,20.92142,Temporary Site,33,38.03894545,Thursday,Morning
9/1/2016,17,21,9/1/2016,17,36,Sep,2016,Business,Islamabad,Unknown Location,17.059004,Temporary Site,15,68.236016,Thursday,Afternoon
9/1/2016,18,49,9/1/2016,19,8,Sep,2016,Business,Unknown Location,Unknown Location,3.540548,Temporary Site,19,11.18067789,Thursday,Afternoon
9/2/2016,11,37,9/2/2016,12,24,Sep,2016,Business,Unknown Location,Islamabad,14.805928,Temporary Site,47,18.90118468,Friday,Morning
9/2/2016,18,56,9/2/2016,19,37,Sep,2016,Business,Unknown Location,Unknown Location,20.760486,Temporary Site,41,30.38119902,Friday,Afternoon
9/5/2016,10,25,9/5/2016,10,44,Sep,2016,Business,Unknown Location,R?walpindi,27.680648,Temporary Site,19,87.41257263,Monday,Morning
9/6/2016,17,49,9/6/2016,17,49,Sep,2016,Business,Unknown Location,Unknown Location,111.205394,Temporary Site,0,inf,Tuesday,Afternoon
9/10/2016,10,28,9/10/2016,10,45,Sep,2016,Business,Unknown Location,Unknown Location,4.506152,Temporary Site,17,15.90406588,Saturday,Morning
9/11/2016,9,51,9/11/2016,9,55,Sep,2016,Business,Unknown Location,Unknown Location,13.840324,Temporary Site,4,207.60486,Sunday,Morning
9/11/2016,21,40,9/11/2016,21,42,Sep,2016,Business,Unknown Location,Unknown Location,15.771532,Temporary Site,2,473.14596,Sunday,Evening
9/12/2016,8,7,9/12/2016,8,12,Sep,2016,Business,Unknown Location,Unknown Location,5.793624,Temporary Site,5,69.523488,Monday,Morning
9/12/2016,11,15,9/12/2016,11,24,Sep,2016,Business,Unknown Location,Unknown Location,2.735878,Temporary Site,9,18.23918667,Monday,Morning
9/12/2016,13,4,9/12/2016,13,44,Sep,2016,Business,Unknown Location,Unknown Location,18.50741,Temporary Site,40,27.761115,Monday,Afternoon
9/13/2016,16,56,9/13/2016,17,2,Sep,2016,Business,Unknown Location,Unknown Location,1.126538,Temporary Site,6,11.26538,Tuesday,Afternoon
9/14/2016,11,55,9/14/2016,11,59,Sep,2016,Business,Unknown Location,Unknown Location,1.126538,Temporary Site,4,16.89807,Wednesday,Morning
9/15/2016,20,33,9/15/2016,20,38,Sep,2016,Business,Unknown Location,Unknown Location,1.448406,Temporary Site,5,17.380872,Thursday,Evening
9/16/2016,7,8,9/16/2016,7,8,Sep,2016,Business,Unknown Location,Unknown Location,2.574944,Temporary Site,0,inf,Friday,Morning
9/18/2016,18,7,9/18/2016,18,11,Sep,2016,Business,Unknown Location,Unknown Location,15.127796,Temporary Site,4,226.91694,Sunday,Afternoon
9/19/2016,6,18,9/19/2016,6,49,Sep,2016,Business,R?walpindi,Unknown Location,29.289988,Temporary Site,31,56.69029935,Monday,Night
9/19/2016,14,40,9/19/2016,14,56,Sep,2016,Business,Unknown Location,Islamabad,16.89807,Temporary Site,16,63.3677625,Monday,Afternoon
9/19/2016,16,23,9/19/2016,16,31,Sep,2016,Business,Islamabad,Unknown Location,9.173238,Temporary Site,8,68.799285,Monday,Afternoon
9/19/2016,17,36,9/19/2016,18,20,Sep,2016,Business,Unknown Location,Unknown Location,28.96812,Temporary Site,44,39.50198182,Monday,Afternoon
9/19/2016,19,10,9/19/2016,19,49,Sep,2016,Business,Unknown Location,Islamabad,29.450922,Temporary Site,39,45.30911077,Monday,Evening
9/20/2016,11,29,9/20/2016,11,48,Sep,2016,Business,Islamabad,Unknown Location,26.55411,Temporary Site,19,83.85508421,Tuesday,Morning
9/20/2016,20,47,9/20/2016,22,47,Sep,2016,Business,Unknown Location,R?walpindi,15.449664,Temporary Site,120,7.724832,Tuesday,Evening
9/23/2016,13,15,9/23/2016,13,40,Sep,2016,Business,Karachi,Karachi,4.667086,Temporary Site,25,11.2010064,Friday,Afternoon
9/24/2016,14,34,9/24/2016,15,15,Sep,2016,Business,Karachi,Unknown Location,13.196588,Temporary Site,41,19.31208,Saturday,Afternoon
9/24/2016,20,29,9/24/2016,20,33,Sep,2016,Business,Unknown Location,Unknown Location,3.862416,Temporary Site,4,57.93624,Saturday,Evening
9/27/2016,8,33,9/27/2016,8,35,Sep,2016,Business,Unknown Location,Unknown Location,9.334172,Temporary Site,2,280.02516,Tuesday,Morning
9/27/2016,13,21,9/27/2016,14,43,Sep,2016,Business,Lahore,Lahore,15.771532,Temporary Site,82,11.54014537,Tuesday,Afternoon
9/27/2016,19,14,9/27/2016,20,34,Sep,2016,Business,Lahore,Unknown Location,11.748182,Temporary Site,80,8.8111365,Tuesday,Evening
9/28/2016,17,21,9/28/2016,19,36,Sep,2016,Business,Islamabad,Unknown Location,32.99147,Temporary Site,135,14.66287556,Wednesday,Afternoon
9/29/2016,16,13,9/29/2016,18,47,Sep,2016,Business,Unknown Location,Islamabad,20.277684,Temporary Site,154,7.900396364,Thursday,Afternoon
9/30/2016,17,39,9/30/2016,20,20,Sep,2016,Business,Islamabad,Islamabad,60.672118,Temporary Site,161,22.6107272,Friday,Afternoon
9/30/2016,20,59,9/30/2016,22,34,Sep,2016,Business,Islamabad,Unknown Location,26.875978,Temporary Site,95,16.97430189,Friday,Evening
10/3/2016,17,9,10/3/2016,17,12,Oct,2016,Business,Unknown Location,Islamabad,16.89807,Temporary Site,3,337.9614,Monday,Afternoon
10/3/2016,18,17,10/3/2016,18,34,Oct,2016,Business,Islamabad,Islamabad,4.506152,Temporary Site,17,15.90406588,Monday,Afternoon
10/3/2016,18,51,10/3/2016,19,1,Oct,2016,Business,Islamabad,Islamabad,2.574944,Temporary Site,10,15.449664,Monday,Afternoon
10/3/2016,22,4,10/3/2016,22,33,Oct,2016,Business,Islamabad,Unknown Location,20.438618,Temporary Site,29,42.28679586,Monday,Evening
10/4/2016,9,50,10/4/2016,10,52,Oct,2016,Business,Unknown Location,Unknown Location,46.027124,Temporary Site,62,44.54237806,Tuesday,Morning
10/4/2016,12,17,10/4/2016,12,18,Oct,2016,Business,Unknown Location,Unknown Location,24.301034,Temporary Site,1,1458.06204,Tuesday,Morning
10/6/2016,8,49,10/6/2016,11,36,Oct,2016,Business,Unknown Location,R?walpindi,28.807186,Temporary Site,167,10.34988719,Thursday,Morning
10/6/2016,17,23,10/6/2016,17,40,Oct,2016,Business,R?walpindi,Unknown Location,181.211684,Temporary Site,17,639.5706494,Thursday,Afternoon
10/6/2016,18,37,10/6/2016,18,39,Oct,2016,Business,Unknown Location,Unknown Location,29.611856,Temporary Site,2,888.35568,Thursday,Afternoon
10/6/2016,19,46,10/6/2016,20,26,Oct,2016,Business,Unknown Location,Unknown Location,22.208892,Temporary Site,40,33.313338,Thursday,Evening
10/7/2016,10,56,10/7/2016,10,59,Oct,2016,Business,Unknown Location,Lahore,53.430088,Temporary Site,3,1068.60176,Friday,Morning
10/7/2016,11,27,10/7/2016,11,50,Oct,2016,Business,Lahore,Lahore,4.184284,Temporary Site,23,10.91552348,Friday,Morning
10/7/2016,13,52,10/7/2016,14,8,Oct,2016,Business,Lahore,Unknown Location,9.334172,Temporary Site,16,35.003145,Friday,Afternoon
10/7/2016,14,29,10/7/2016,15,11,Oct,2016,Business,Unknown Location,Lahore,13.357522,Temporary Site,42,19.08217429,Friday,Afternoon
10/7/2016,15,47,10/7/2016,16,2,Oct,2016,Business,Lahore,Lahore,3.862416,Temporary Site,15,15.449664,Friday,Afternoon
10/7/2016,18,8,10/7/2016,18,27,Oct,2016,Business,Lahore,Lahore,4.988954,Temporary Site,19,15.75459158,Friday,Afternoon
10/7/2016,18,33,10/7/2016,19,1,Oct,2016,Business,Lahore,Lahore,9.816974,Temporary Site,28,21.03637286,Friday,Afternoon
10/8/2016,15,3,10/8/2016,15,3,Oct,2016,Business,Karachi,Karachi,5.793624,Temporary Site,0,inf,Saturday,Afternoon
10/8/2016,18,15,10/8/2016,18,18,Oct,2016,Business,Karachi,Unknown Location,12.87472,Temporary Site,3,257.4944,Saturday,Afternoon
10/9/2016,14,4,10/9/2016,14,23,Oct,2016,Business,Unknown Location,Unknown Location,12.391918,Temporary Site,19,39.13237263,Sunday,Afternoon
10/10/2016,17,22,10/10/2016,17,28,Oct,2016,Business,Islamabad,Islamabad,2.735878,Temporary Site,6,27.35878,Monday,Afternoon
10/10/2016,17,33,10/10/2016,18,13,Oct,2016,Business,Islamabad,Unknown Location,15.28873,Temporary Site,40,22.933095,Monday,Afternoon
10/11/2016,1,27,10/11/2016,2,8,Oct,2016,Business,Unknown Location,R?walpindi,27.519714,Meeting,41,40.2727522,Tuesday,Night
10/12/2016,19,18,10/12/2016,19,21,Oct,2016,Business,R?walpindi,Unknown Location,29.611856,Meeting,3,592.23712,Wednesday,Evening
10/13/2016,11,20,10/13/2016,11,58,Oct,2016,Business,Unknown Location,Islamabad,15.771532,Meeting,38,24.90241895,Thursday,Morning
10/13/2016,12,8,10/13/2016,12,14,Oct,2016,Business,Islamabad,Islamabad,1.60934,Meeting,6,16.0934,Thursday,Morning
10/13/2016,13,2,10/13/2016,13,2,Oct,2016,Business,Islamabad,Islamabad,1.126538,Meeting,0,inf,Thursday,Afternoon
10/13/2016,13,37,10/13/2016,13,46,Oct,2016,Business,Islamabad,Islamabad,3.701482,Meeting,9,24.67654667,Thursday,Afternoon
10/13/2016,16,8,10/13/2016,16,53,Oct,2016,Business,Islamabad,Unknown Location,17.541806,Meeting,45,23.38907467,Thursday,Afternoon
10/14/2016,8,50,10/14/2016,9,44,Oct,2016,Business,Unknown Location,R?walpindi,20.438618,Meeting,54,22.70957556,Friday,Morning
10/14/2016,10,16,10/14/2016,10,52,Oct,2016,Business,R?walpindi,Unknown Location,19.955816,Meeting,36,33.25969333,Friday,Morning
10/14/2016,15,56,10/14/2016,16,20,Oct,2016,Business,Unknown Location,Unknown Location,6.115492,Meeting,24,15.28873,Friday,Afternoon
10/15/2016,22,28,10/15/2016,22,48,Oct,2016,Business,Morrisville,Morrisville,9.977908,Meeting,20,29.933724,Saturday,Evening
10/16/2016,0,1,10/16/2016,0,14,Oct,2016,Business,Morrisville,Cary,4.988954,Meeting,13,23.02594154,Sunday,Night
10/16/2016,12,52,10/16/2016,13,11,Oct,2016,Business,Cary,Durham,16.89807,Meeting,19,53.36232632,Sunday,Morning
10/16/2016,14,40,10/16/2016,15,1,Oct,2016,Business,Durham,Morrisville,13.035654,Meeting,21,37.24472571,Sunday,Afternoon
10/16/2016,15,10,10/16/2016,15,19,Oct,2016,Business,Morrisville,Cary,4.988954,Meeting,9,33.25969333,Sunday,Afternoon
10/16/2016,19,27,10/16/2016,19,33,Oct,2016,Business,Whitebridge,Parkway,3.379614,Meeting,6,33.79614,Sunday,Evening
10/16/2016,20,30,10/16/2016,20,39,Oct,2016,Business,Cary,Morrisville,6.920162,Meeting,9,46.13441333,Sunday,Evening
10/16/2016,21,34,10/16/2016,21,41,Oct,2016,Business,Morrisville,Cary,4.02335,Meal/Entertain,7,34.48585714,Sunday,Evening
10/17/2016,15,19,10/17/2016,15,57,Oct,2016,Business,Cary,Raleigh,33.152404,Meal/Entertain,38,52.34590105,Monday,Afternoon
10/17/2016,16,29,10/17/2016,17,11,Oct,2016,Business,Raleigh,Cary,28.324384,Meal/Entertain,42,40.46340571,Monday,Afternoon
10/17/2016,18,2,10/17/2016,18,16,Oct,2016,Business,Cary,Apex,9.012304,Meal/Entertain,14,38.62416,Monday,Afternoon
10/17/2016,18,31,10/17/2016,18,45,Oct,2016,Business,Apex,Apex,5.310822,Meal/Entertain,14,22.76066571,Monday,Afternoon
10/17/2016,19,8,10/17/2016,19,25,Oct,2016,Business,Apex,Cary,8.529502,Meal/Entertain,17,30.10412471,Monday,Evening
10/18/2016,8,12,10/18/2016,8,22,Oct,2016,Business,Whitebridge,Edgehill Farms,5.310822,Meal/Entertain,10,31.864932,Tuesday,Morning
10/18/2016,8,53,10/18/2016,9,2,Oct,2016,Business,Edgehill Farms,Whitebridge,5.310822,Meal/Entertain,9,35.40548,Tuesday,Morning
10/18/2016,10,41,10/18/2016,11,9,Oct,2016,Business,Cary,Morrisville,12.713786,Temporary Site,28,27.24382714,Tuesday,Morning
10/18/2016,18,12,10/18/2016,18,33,Oct,2016,Business,Oakland,Emeryville,20.92142,Temporary Site,21,59.77548571,Tuesday,Afternoon
10/18/2016,19,3,10/18/2016,19,13,Oct,2016,Business,Emeryville,Berkeley,4.82802,Temporary Site,10,28.96812,Tuesday,Evening
10/18/2016,20,31,10/18/2016,20,37,Oct,2016,Business,Berkeley,Emeryville,4.82802,Temporary Site,6,48.2802,Tuesday,Evening
10/19/2016,9,33,10/19/2016,9,47,Oct,2016,Business,Emeryville,Oakland,6.115492,Temporary Site,14,26.20925143,Wednesday,Morning
10/19/2016,9,54,10/19/2016,10,21,Oct,2016,Business,Oakland,San Francisco,15.28873,Temporary Site,27,33.97495556,Wednesday,Morning
10/19/2016,13,45,10/19/2016,13,56,Oct,2016,Business,SOMISSPO,French Quarter,2.735878,Temporary Site,11,14.92297091,Wednesday,Afternoon
10/19/2016,14,2,10/19/2016,14,31,Oct,2016,Business,San Francisco,Berkeley,17.380872,Temporary Site,29,35.96042483,Wednesday,Afternoon
10/19/2016,15,44,10/19/2016,16,2,Oct,2016,Business,West Berkeley,North Berkeley Hills,6.598294,Temporary Site,18,21.99431333,Wednesday,Afternoon
10/19/2016,16,6,10/19/2016,16,19,Oct,2016,Business,North Berkeley Hills,Southside,3.540548,Temporary Site,13,16.34099077,Wednesday,Afternoon
10/19/2016,16,33,10/19/2016,17,1,Oct,2016,Business,Berkeley,Emeryville,7.402964,Temporary Site,28,15.86349429,Wednesday,Afternoon
10/20/2016,11,26,10/20/2016,11,34,Oct,2016,Business,Emeryville,Berkeley,4.988954,Temporary Site,8,37.417155,Thursday,Morning
10/20/2016,12,19,10/20/2016,13,17,Oct,2016,Business,Berkeley,San Jose,76.765518,Temporary Site,58,79.41260483,Thursday,Morning
10/20/2016,20,44,10/20/2016,21,37,Oct,2016,Business,San Jose,Emeryville,71.776564,Temporary Site,53,81.25648755,Thursday,Evening
10/21/2016,10,6,10/21/2016,10,21,Oct,2016,Business,Emeryville,Oakland,21.243288,Temporary Site,15,84.973152,Friday,Morning
10/22/2016,0,54,10/22/2016,1,9,Oct,2016,Business,Morrisville,Cary,14.001258,Temporary Site,15,56.005032,Saturday,Night
10/22/2016,13,26,10/22/2016,14,3,Oct,2016,Business,Cary,Raleigh,27.680648,Temporary Site,37,44.8875373,Saturday,Afternoon
10/22/2016,17,8,10/22/2016,17,55,Oct,2016,Business,Raleigh,Cary,22.53076,Temporary Site,47,28.76267234,Saturday,Afternoon
10/23/2016,9,24,10/23/2016,10,5,Oct,2016,Business,Cary,Raleigh,45.222454,Temporary Site,41,66.17920098,Sunday,Morning
10/23/2016,12,17,10/23/2016,12,59,Oct,2016,Business,Raleigh,Cary,45.383388,Temporary Site,42,64.83341143,Sunday,Morning
10/23/2016,19,4,10/23/2016,19,14,Oct,2016,Business,Cary,Morrisville,4.988954,Meal/Entertain,10,29.933724,Sunday,Evening
